date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
26.08.2018 23:15,Girona,Real Madrid,1-4Finished,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Lozano C.,Muniesa M.,Pons P.,Porro P.,Portu,Timor D.,Mojica J.,Planas C.,Ramalho J.,Asensio M.,Bale G.,Benzema K.,Carvajal D.,Casemiro,Fernandez N.,Isco,Kroos T.,Marcelo,Navas K. (G),Ramos S. (C),Vallejo J.,null,null,13 889,Estadio Municipal de Montilivi (Girona),LaLiga - Round 2
27.08.2018 21:15,Levante,Celta Vigo,1-2Finished,Bardhi E.,Campana J.,Coke,Doukoure C.,Jason,Marti R.,Morales J. L. (C),Oier (G),Postigo S.,Rober Pier,Tono,Boateng E.,Lopez I.,Sadiku A.,Alvarez S. (G),Araujo N.,Aspas I.,Beltran F.,Cabral G.,Gomez M.,Junior Alonso,Lobotka S.,Mallo H. (C),Roncaglia F.,Sisto P.,Jensen M.,Junca D.,null,21 122,Estadi Ciutat de Valencia (Valencia),LaLiga - Round 2
27.08.2018 23:00,Ath Bilbao,Huesca,2-2Finished,Alvarez Y.,Berchiche Y.,Cordoba I.,de Marcos O.,Garcia D.,Garcia R.,Muniain I.,Nolaskoain P.,Simon U. (G),Susaeta M. (C),Williams I.,Aduriz A.,Herrerin I.,Lekue I.,Cucho,Etxeita X.,Gallar A.,Gomez M.,Longo S.,Luisinho,Melero G. (C),Miramon,Musto M.,Pulido J.,Werner A. (G),Brezancic R.,Camacho J.,null,36 818,Estadio San Mames (Bilbao),LaLiga - Round 2
31.08.2018 21:00,Getafe,Valladolid,0-0Finished,Alejo I.,Antunes V.,Arambarri M.,Djene,Gonzalez B. (C),Maksimovic N.,Mata J.,Portillo F.,Rodriguez A.,Soria D. (G),Suarez D.,Bergara M.,Miquel I.,Luismi,Alcaraz R.,Anuar,Calero F.,Keko,Kiko Olivas,Masip J. (G),Moyano J. (C),Nacho,Plano O.,Unal E.,Villa T.,Cotan A.,Fernandez J.,Luismi,9 817,Coliseum Alfonso Perez (Getafe),LaLiga - Round 3
31.08.2018 23:00,Villarreal,Girona,0-1Finished,Asenjo S. (G),Caseres S.,Cazorla S.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Moreno G.,Pedraza A.,Ruiz V.,Toko Ekambi K.,Trigueros M.,Bonera D.,Bruno,Fuego J.,Aday,Alcala P.,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Lozano C.,Pons P.,Porro P.,Stuani C.,Mojica J.,Planas C.,Ramalho J.,15 740,Estadio de la Ceramica (Villarreal),LaLiga - Round 3
31.08.2018 23:00,Eibar,Real Sociedad,2-1Finished,Alvarez S.,Arbilla A.,Bigas P.,Cardona M.,Diop P.,Dmitrovic M. (G),Enrich S. (C),Milla P.,Oliveira P.,Orellana F.,Pena R.,Garcia K.,Leon P.,Ramis I.,Elustondo A.,Hernandez T.,Illarramendi A. (C),Juanmi,Moreno H.,Oyarzabal M.,Rulli G. (G),Sangalli L.,Willian Jose,Zaldua J.,Zubeldia I.,Concha D.,Guridi J.,Januzaj A.,6 144,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 3
01.09.2018 19:30,Celta Vigo,Atl. Madrid,2-0Finished,Alvarez S. (G),Araujo N.,Aspas I.,Beltran F.,Cabral G.,Gomez M.,Junior Alonso,Lobotka S.,Mallo H. (C),Roncaglia F.,Sisto P.,Jensen M.,Junca D.,null,Correa A.,Costa D.,Filipe Luis,Gimenez J. M.,Godin D. (C),Griezmann A.,Koke,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Juanfran,Vitolo,null,19 262,Estadio de Balaidos (Vigo),LaLiga - Round 3
01.09.2018 21:45,Real Madrid,Leganes,4-1Finished,Asensio M.,Bale G.,Benzema K.,Carvajal D.,Casemiro,Courtois T. (G),Kroos T.,Marcelo,Modric L.,Ramos S. (C),Varane R.,Vallejo J.,null,null,Bustinza U.,Carrillo G.,El Zhar N.,Eraso J.,Gumbau G.,Juanfran,Perez R. (C),Pichu Cuellar (G),Santos M.,Silva J.,Siovas D.,Jose A.,Szymanowski A.,null,59 255,Estadio Santiago Bernabeu (Madrid),LaLiga - Round 3
02.09.2018 13:00,Levante,Valencia,2-2Finished,Bardhi E.,Boateng E.,Campana J.,Chema,Coke,Marti R.,Morales J. L. (C),Oier (G),Postigo S.,Prcic S.,Tono,Sadiku A.,Simon M.,Kondogbia G.,Cheryshev D.,Diakhaby M.,Gabriel Paulista,Gameiro K.,Gaya J.,Neto (G),Parejo D. (C),Piccini C.,Rodrigo,Soler C.,Wass D.,Coquelin F.,Garay E.,Kondogbia G.,22 550,Estadi Ciutat de Valencia (Valencia),LaLiga - Round 3
02.09.2018 17:15,Alaves,Espanyol,2-1Finished,Aguirregabiria M.,Baston B.,Duarte R.,Garcia M. (C),Ibai,Jony,Laguardia V.,Maripan G.,Pacheco F. (G),Sobrino R.,Wakaso M.,Ely R.,Pina T.,null,Darder S.,Garcia S.,Granero E.,Hermoso M.,Iglesias B.,Leo Baptistao,Lopez D. (G),Lopez D.,Lopez J. (C),Roca M.,Vila D.,null,null,null,13 102,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 3
02.09.2018 19:30,Barcelona,Huesca,8-2Finished,Alba J.,Busquets S.,Coutinho,Dembele O.,Messi L. (C),Pique G.,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Umtiti S.,Alena C.,Samper S.,Suarez D.,Cucho,Etxeita X.,Gallar A.,Gomez M.,Longo S.,Luisinho,Melero G. (C),Miramon,Musto M.,Pulido J.,Werner A. (G),null,null,null,71 057,Camp Nou (Barcelona),LaLiga - Round 3
02.09.2018 21:45,Betis,Sevilla,1-0Finished,Bartra M.,Canales S.,Carvalho W.,Feddal Z.,Firpo J.,Guardado A. (C),Inui T.,Lopez P. (G),Mandi A.,Moron L.,Tello C.,null,null,null,Andre Silva,Banega E.,Gabriel Mercado,Gomez S.,Guilherme Arana,Kjaer S.,Mesa R.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Amadou I.,Escudero S.,null,52 819,Estadio Benito Villamarin (Sevilla),LaLiga - Round 3
14.09.2018 22:00,Huesca,Rayo Vallecano,0-1Finished,Avila C.,Gomez M.,Gurler S.,Longo S.,Luisinho,Melero G.,Miramon,Musto M.,Pulido J.,Semedo R.,Werner A. (G),Brezancic R.,Camacho J.,Jovanovic A.,Advincula L.,Amat J.,Ba A.,de Tomas R.,Elustondo G.,Garcia A. (G),Garcia A.,Imbula G.,Kakuta G.,Moreno A.,Trejo O.,Tito,Velazquez E.,null,6 498,Estadio El Alcoraz (Huesca),LaLiga - Round 4
15.09.2018 14:00,Atl. Madrid,Eibar,1-1Finished,Costa D.,Filipe Luis,Gimenez J. M.,Godin D. (C),Griezmann A.,Juanfran,Koke,Lemar T.,Niguez S.,Oblak J. (G),Rodri,Arias S.,Hernandez L.,Kalinic N.,Alvarez S.,Arbilla A. (C),Charles,Cote,De Blasis P.,Diop P.,Dmitrovic M. (G),Jordan J.,Milla P.,Oliveira P.,Pena R.,Bigas P.,Calavera J.,Leon P.,55 674,Metropolitano Stadium (Madrid),LaLiga - Round 4
15.09.2018 17:15,Real Sociedad,Barcelona,1-2Finished,Elustondo A.,Hernandez T.,Illarramendi A. (C),Juanmi,Moreno H.,Oyarzabal M.,Pardo R.,Rulli G. (G),Zaldua J.,Zubeldia I.,Zurutuza D.,Concha D.,Guridi J.,Januzaj A.,Alba J.,Dembele O.,Messi L. (C),Pique G.,Rafinha,Rakitic I.,Roberto S.,Semedo N.,Suarez L.,ter Stegen M. (G),Umtiti S.,Malcom,Samper S.,Suarez D.,26 756,Reale Arena (San Sebastian),LaLiga - Round 4
15.09.2018 19:30,Valencia,Betis,0-0Finished,Cheryshev D.,Diakhaby M.,Domenech J. (G),Gabriel Paulista,Gameiro K.,Gaya J.,Kondogbia G.,Parejo D. (C),Piccini C.,Rodrigo,Torres F.,Coquelin F.,Garay E.,null,Bartra M.,Boudebouz R.,Canales S.,Firpo J.,Guardado A. (C),Guerrero F.,Inui T.,Lopez P. (G),Mandi A.,Sanabria A.,Sidnei,Carvalho W.,null,null,40 050,Estadio de Mestalla (Valencia),LaLiga - Round 4
15.09.2018 21:45,Ath Bilbao,Real Madrid,1-1Finished,Alvarez Y.,Benat,Berchiche Y.,de Marcos O.,Garcia D.,Garcia R.,Martinez I.,Muniain I.,Simon U. (G),Susaeta M. (C),Williams I.,Herrerin I.,Lekue I.,null,Asensio M.,Bale G.,Benzema K.,Carvajal D.,Ceballos D.,Courtois T. (G),Kroos T.,Marcelo,Modric L.,Ramos S. (C),Varane R.,Vallejo J.,null,null,46 413,Estadio San Mames (Bilbao),LaLiga - Round 4
16.09.2018 13:00,Leganes,Villarreal,0-1Finished,Bustinza U. (C),Carrillo G.,El Zhar N.,Eraso J.,Gumbau G.,Nyom A.,Perez R.,Pichu Cuellar (G),Rolan D.,Silva J.,Siovas D.,Jose A.,Munoz E.,Szymanowski A.,Asenjo S. (G),Costa J.,Gonzalez A.,Layun M.,Mario Gaspar (C),Moreno G.,Morlanes M.,Raba D.,Ruiz V.,Toko Ekambi K.,Trigueros M.,Bonera D.,Bruno,Caseres S.,10 432,Estadio Municipal de Butarque (Leganes),LaLiga - Round 4
16.09.2018 17:15,Espanyol,Levante,1-0Finished,Darder S.,Garcia S. (C),Granero E.,Hermoso M.,Iglesias B.,Leo Baptistao,Lopez D. (G),Lopez D.,Lopez J.,Roca M.,Vila D.,Duarte O.,Puado J.,Simon M.,Bardhi E.,Boateng E.,Campana J.,Chema,Jason,Lopez P. (C),Luna A.,Marti R.,Morales J. L.,Oier (G),Rober Pier,Coke,Sadiku A.,Simon M.,18 627,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 4
16.09.2018 19:30,Valladolid,Alaves,0-1Finished,Anuar,Borja,Calero F.,Keko,Kiko Olivas,Masip J. (G),Moyano J. (C),Nacho,Plano O.,Unal E.,Villa T.,Cotan A.,Fernandez J.,Luismi,Aguirregabiria M.,Brasanac D.,Duarte R.,Guidetti J.,Ibai,Jonathan Calleri,Jony,Laguardia V.,Navarro X.,Pacheco F. (G) (C),Wakaso M.,Baston B.,Ely R.,Pina T.,18 875,Estadio Jose Zorrilla (Valladolid),LaLiga - Round 4
16.09.2018 21:45,Sevilla,Getafe,0-2Finished,Andre Silva,Banega E.,Gnagnon J.,Gomez S.,Kjaer S.,Mesa R.,Navas J. (C),Nolito,Sarabia P.,Vaclik T. (G),Vidal A.,Escudero S.,Gabriel Mercado,Gonalons M.,Antunes V.,Cabrera L.,Djene,Gonzalez B.,Maksimovic N.,Molina J. (C),Ndiaye A.,Portillo F.,Rodriguez A.,Soria D. (G),Suarez D.,Bergara M.,Miquel I.,null,36 943,Estadio Ramon Sanchez Pizjuan (Sevilla),LaLiga - Round 4
17.09.2018 22:00,Girona,Celta Vigo,3-2Finished,Aday,Alcala P.,Bernardo,Bono (G),Douglas Luiz,Garcia B.,Granell A. (C),Juanpe,Porro P.,Portu,Stuani C.,Lozano C.,Mojica J.,Planas C.,Alvarez S. (G),Araujo N.,Aspas I.,Beltran F.,Cabral G.,Gomez M.,Junior Alonso,Lobotka S.,Mallo H. (C),Roncaglia F.,Sisto P.,Junca D.,Mazan R.,null,9 696,Estadio Municipal de Montilivi (Girona),LaLiga - Round 4
21.09.2018 22:00,Huesca,Real Sociedad,0-1Finished,Cucho,Ferreiro D.,Gallar A.,Gomez M.,Luisinho,Melero G. (C),Miramon,Musto M.,Pulido J.,Semedo R.,Werner A. (G),Brezancic R.,Camacho J.,Jovanovic A.,Elustondo A.,Hernandez T.,Jon B.,Juanmi,Merino M.,Moreno H.,Oyarzabal M. (C),Pardo R.,Rulli G. (G),Zaldua J.,Zubeldia I.,Concha D.,Guridi J.,Januzaj A.,6 948,Estadio El Alcoraz (Huesca),LaLiga - Round 5
22.09.2018 14:00,Rayo Vallecano,Alaves,1-5Finished,Advincula L.,Amat J.,Ba A.,de Tomas R.,Elustondo G.,Garcia A. (G) (C),Garcia A.,Imbula G.,Kakuta G.,Moreno A.,Trejo O.,Tito,null,Pina T.,Brasanac D.,Duarte R.,Guidetti J.,Ibai,Jonathan Calleri,Jony,Laguardia V.,Maripan G.,Navarro X.,Pacheco F. (G) (C),Wakaso M.,Baston B.,Ely R.,Pina T.,12 011,Campo de Futbol de Vallecas (Madrid),LaLiga - Round 5
22.09.2018 17:15,Eibar,Leganes,1-0Finished,Cote,De Blasis P.,Diop P.,Dmitrovic M. (G),Enrich S.,Escalante G.,Garcia K.,Hervias P.,Oliveira P.,Pena R.,Ramis I. (C),Calavera J.,Leon P.,Szymanowski A.,Bustinza U. (C),Carrillo G.,Garcia R.,Gumbau G.,Juanfran,Nyom A.,Perez R.,Pichu Cuellar (G),Rolan D.,Santos M.,Siovas D.,Jose A.,Munoz E.,Szymanowski A.,4 456,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 5
22.09.2018 17:15,Celta Vigo,Valladolid,3-3Finished,Alvarez S. (G),Araujo N.,Aspas I. (C),Boufal S.,Costas D.,Gomez M.,Junca D.,Lobotka S.,Mendez B.,Roncaglia F.,Yokuslu O.,Cabral G.,Mallo H.,Mazan R.,Alcaraz R.,Borja,Calero F.,Cop D.,Keko,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Plano O.,Cotan A.,Fernandez J.,Luismi,16 552,Estadio de Balaidos (Vigo),LaLiga - Round 5
22.09.2018 19:30,Getafe,Atl. Madrid,0-2Finished,Antunes V.,Arambarri M.,Cabrera L.,Djene,Gonzalez B.,Molina J. (C),Ndiaye A.,Portillo F.,Rodriguez A.,Soria D. (G),Suarez D.,Bergara M.,Miquel I.,Vitolo,Costa D.,Filipe Luis,Gimenez J. M.,Griezmann A.,Hernandez L.,Juanfran,Koke (C),Lemar T.,Niguez S.,Oblak J. (G),Rodri,Arias S.,Savic S.,Vitolo,12 756,Coliseum Alfonso Perez (Getafe),LaLiga - Round 5
22.09.2018 21:45,Real Madrid,Espanyol,1-0Finished,Asensio M.,Benzema K.,Casemiro,Ceballos D.,Courtois T. (G),Fernandez N.,Isco,Modric L.,Odriozola A.,Ramos S. (C),Varane R.,Carvajal D.,Vallejo J.,null,Darder S.,Granero E.,Hermoso M.,Hernan Perez,Iglesias B.,Lopez D. (G),Lopez J. (C),Naldo,Piatti P.,Roca M.,Vila D.,Lopez D.,Puado J.,null,67 658,Estadio Santiago Bernabeu (Madrid),LaLiga - Round 5
23.09.2018 13:00,Levante,Sevilla,2-6Finished,Bardhi E.,Campana J.,Lopez P. (C),Luna A.,Marti R.,Mayoral B.,Morales J. L.,Oier (G),Postigo S.,Prcic S.,Rober Pier,Coke,Sadiku A.,Gabriel Mercado,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Vidal A.,Amadou I.,Escudero S.,Gabriel Mercado,21 520,Estadi Ciutat de Valencia (Valencia),LaLiga - Round 5
23.09.2018 17:15,Villarreal,Valencia,0-0Finished,Asenjo S. (G),Bacca C.,Costa J.,Fornals P.,Gonzalez A.,Layun M.,Mario Gaspar (C),Moreno G.,Mori R.,Ruiz V.,Trigueros M.,Bruno,Caseres S.,Fuego J.,Cheryshev D.,Diakhaby M.,Gabriel Paulista,Gameiro K.,Gaya J.,Mina S.,Neto (G),Parejo D. (C),Piccini C.,Soler C.,Torres F.,Garay E.,null,null,18 373,Estadio de la Ceramica (Villarreal),LaLiga - Round 5
23.09.2018 21:00,Betis,Ath Bilbao,2-2Finished,Bartra M.,Canales S.,Firpo J.,Guardado A.,Guerrero F.,Joaquin (C),Lo Celso G.,Lopez P. (G),Mandi A.,Sanabria A.,Sidnei,Carvalho W.,Feddal Z.,Lekue I.,Alvarez Y.,Balenziaga M.,Benat,Berchiche Y.,de Marcos O.,Garcia D.,Garcia R.,Martinez I.,Simon U. (G),Susaeta M. (C),Williams I.,Aduriz A.,Herrerin I.,Lekue I.,51 093,Estadio Benito Villamarin (Sevilla),LaLiga - Round 5
23.09.2018 21:45,Barcelona,Girona,2-2Finished,Alba J.,Arthur,Busquets S.,Dembele O.,Lenglet C.,Messi L. (C),Pique G.,Semedo N.,Suarez L.,ter Stegen M. (G),Vidal A.,Malcom,Samper S.,Planas C.,Aday,Alcala P.,Bernardo,Bono (G),Garcia A.,Granell A. (C),Juanpe,Muniesa M.,Pons P.,Portu,Stuani C.,Lozano C.,Mojica J.,Planas C.,76 055,Camp Nou (Barcelona),LaLiga - Round 5
25.09.2018 21:00,Espanyol,Eibar,1-0Finished,Darder S.,Duarte O.,Garcia S. (C),Hermoso M.,Leo Baptistao,Lopez D. (G),Melendo O.,Piatti P.,Roca M.,Rosales R.,Vila D.,Lopez D.,Puado J.,null,Alvarez S.,Arbilla A. (C),Bigas P.,Cardona M.,Cucurella M.,De Blasis P.,Dmitrovic M. (G),Jordan J.,Milla P.,Oliveira P.,Orellana F.,Calavera J.,Leon P.,null,13 547,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 6
25.09.2018 22:00,Real Sociedad,Rayo Vallecano,2-2Finished,Elustondo A.,Jon B.,Merino M.,Moreno H.,Oyarzabal M. (C),Pardo R.,Rodrigues K.,Rulli G. (G),Sangalli L.,Zaldua J.,Zubeldia I.,Concha D.,Guridi J.,Hernandez T.,Advincula L.,Amat J.,Bebe,Comesana S.,de Tomas R.,Galvez A.,Garcia A. (G) (C),Kakuta G.,Medran A.,Moreno A.,Trejo O.,Ba A.,Elustondo G.,Tito,21 510,Reale Arena (San Sebastian),LaLiga - Round 6
25.09.2018 23:00,Atl. Madrid,Huesca,3-0Finished,Correa A.,Costa D.,Filipe Luis,Gimenez J. M.,Godin D. (C),Griezmann A.,Isaac C.,Koke,Lemar T.,Oblak J. (G),Partey T.,Arias S.,Savic S.,Jovanovic A.,Cucho,Etxeita X.,Ferreiro D.,Gallar A.,Longo S.,Luisinho,Melero G. (C),Miramon,Musto M.,Semedo R.,Werner A. (G),Brezancic R.,Camacho J.,Jovanovic A.,47 023,Metropolitano Stadium (Madrid),LaLiga - Round 6
