team1 ID,team2 ID,team1 market value,team2 market value,audience,team1 table position,team2 table position,team1 league titles,team2 league titles,team1 champions league titles,team2 champions league titles,team1 europa league titles,team2 europa league titles,team1 Rank,team2 Rank,result
17,16,97.8,55.2,15.004,15,20,0,0,0,0,0,0,154,154,1
1,11,955.35,173.05,56.474,3,12,33,0,12,0,2,0,172,156,1
7,20,66.45,220.0,12.885,18,6,1,0,0,0,0,1,152,160,2
12,4,74.8,249.4,19.458,15,16,0,8,0,0,0,0,150,158,1
8,9,132.25,253.2,55.588,6,7,1,1,0,0,0,5,152,162,0
13,3,65.6,711.15,12.187,8,2,0,10,0,0,0,2,144,166,2
14,5,81.75,398.05,10.85,9,4,0,6,0,0,0,1,142,156,2
18,19,60.05,91.25,5.107,10,19,0,0,0,0,0,0,152,154,1
6,10,232.95,58.55,19.981,12,17,2,0,0,0,0,0,156,150,1
2,6,1090.0,232.95,82.444,1,10,24,2,5,0,0,0,170,156,1
3,18,711.15,60.05,63.229,2,9,10,0,0,0,2,0,166,152,0
4,17,249.4,97.8,28.492,16,15,8,0,0,0,0,0,158,154,2
5,7,398.05,66.45,35.376,4,18,6,1,0,0,1,0,156,152,1
20,1,220.0,955.35,18.891,5,3,0,33,0,12,1,2,160,172,0
16,13,55.2,65.6,9.57,20,8,0,0,0,0,0,0,154,144,2
19,14,91.25,81.75,6.362,19,12,0,0,0,0,0,0,154,142,2
9,12,253.2,74.8,22.513,7,13,1,0,0,0,5,0,162,150,1
10,8,58.55,132.25,10.813,17,6,0,1,0,0,0,0,150,152,1
11,15,173.05,61.85,10.48,14,15,0,0,0,0,0,0,156,148,1
11,17,234.1,174.7,16.215,10,10,0,0,0,0,0,0,156,154,0
20,6,230.65,300.95,16.25,10,10,0,2,0,0,1,0,160,156,2
2,12,1160.0,110.8,52.356,10,10,24,0,5,0,0,0,170,150,1
18,7,93.9,61.4,4.234,10,10,0,0,0,0,0,0,152,140,2
0,9,0,306.3,11.626,10,10,0,1,0,0,0,5,0,162,2
1,13,896.1,132.2,48.446,10,10,33,0,12,0,2,0,172,144,1
5,3,499.65,969.7,46.174,10,10,6,10,0,0,1,2,156,166,0
4,10,234.25,112.45,38.327,10,10,8,0,0,0,0,0,158,150,1
8,15,290.75,107.85,46.225,10,10,1,0,0,0,0,0,152,148,2
14,19,97.25,83.0,10.368,10,10,0,0,0,0,0,0,142,144,0
13,18,132.2,93.9,7.851,17,19,0,0,0,0,0,0,144,152,1
10,6,112.45,300.95,9.735,16,1,0,2,0,0,0,0,150,156,0
12,8,110.8,290.75,18.221,17,16,0,1,0,0,0,0,150,152,0
3,0,969.7,0,52.693,11,10,10,0,0,0,2,0,166,0,1
19,2,83.0,1160.0,22.651,14,3,0,24,0,5,0,0,144,170,2
17,5,174.7,499.65,18.714,11,12,0,6,0,0,0,1,154,156,1
9,20,306.3,230.65,35.831,6,20,1,0,0,0,5,1,162,160,0
14,1,97.25,896.1,13.889,13,7,0,33,0,12,0,2,142,172,2
15,11,107.85,234.1,21.122,9,11,0,0,0,0,0,0,148,156,2
4,7,234.25,61.4,36.818,9,8,8,0,0,0,0,0,158,140,0
0,4,0,234.25,11.85,10,9,0,8,0,0,0,0,0,158,0
13,19,132.2,83.0,9.817,11,14,0,0,0,0,0,0,144,144,0
20,14,230.65,97.25,15.74,18,14,0,0,0,0,1,0,160,142,2
18,6,93.9,300.95,6.144,20,4,0,2,0,0,0,0,152,156,1
11,3,234.1,969.7,19.262,8,5,0,10,0,0,0,2,156,166,1
1,10,896.1,112.45,59.255,3,16,33,0,12,0,2,0,172,150,1
15,5,107.85,499.65,22.55,12,15,0,6,0,0,0,1,148,156,0
12,17,110.8,174.7,13.102,18,7,0,0,0,0,0,0,150,154,1
2,7,1160.0,61.4,71.057,3,9,24,0,5,0,0,0,170,140,1
8,9,290.75,306.3,52.819,18,8,1,1,0,0,0,5,152,162,1
7,0,61.4,0,6.498,9,10,0,0,0,0,0,0,140,0,2
3,18,969.7,93.9,55.674,6,15,10,0,0,0,2,0,166,152,0
6,2,300.95,1160.0,26.756,6,2,2,24,0,5,0,0,156,170,2
5,8,499.65,290.75,40.05,17,14,6,1,0,0,1,0,156,152,0
4,1,234.25,896.1,46.413,4,2,8,33,0,12,0,2,158,172,0
10,20,112.45,230.65,10.432,18,19,0,0,0,0,0,1,150,160,2
17,15,174.7,107.85,18.627,8,13,0,0,0,0,0,0,154,148,1
19,12,83.0,110.8,18.875,18,14,0,0,0,0,0,0,144,150,2
9,13,306.3,132.2,36.943,10,12,1,0,0,0,5,0,162,144,2
14,11,97.25,234.1,9.696,13,3,0,0,0,0,0,0,142,156,1
18,10,93.9,112.45,4.456,15,19,0,0,0,0,0,0,152,150,1
7,6,61.4,300.95,6.948,14,12,0,2,0,0,0,0,140,156,2
11,19,234.1,83.0,16.552,3,18,0,0,0,0,0,0,156,144,0
13,3,132.2,969.7,12.756,6,11,0,10,0,0,0,2,144,166,2
1,17,896.1,174.7,67.658,2,5,33,0,12,0,2,0,172,154,1
15,9,107.85,306.3,21.52,15,13,0,1,0,0,0,5,148,162,2
20,5,230.65,499.65,18.373,16,17,0,6,0,0,1,1,160,156,0
8,4,290.75,234.25,51.093,13,12,1,8,0,0,0,0,152,158,0
2,14,1160.0,97.25,76.055,2,8,24,0,5,0,0,0,170,142,0
17,18,174.7,93.9,13.547,6,9,0,0,0,0,0,0,154,152,1
6,0,300.95,0,21.51,10,10,2,0,0,0,0,0,156,0,0
3,7,969.7,61.4,47.023,5,15,10,0,0,0,2,0,166,140,1
10,2,112.45,1160.0,12.231,19,2,0,24,0,5,0,0,150,170,1
4,20,234.25,230.65,39.672,12,14,8,0,0,0,0,1,158,160,2
5,11,499.65,234.1,35.495,17,5,6,0,0,0,1,0,156,156,0
9,1,306.3,896.1,40.972,12,1,1,33,0,12,5,2,162,172,1
19,15,83.0,107.85,16.44,19,17,0,0,0,0,0,0,144,148,1
12,13,110.8,132.2,18.373,10,11,0,0,0,0,0,0,150,144,0
14,8,97.25,290.75,11.358,7,14,0,1,0,0,0,0,142,152,2
0,17,0,174.7,12.102,10,4,0,0,0,0,0,0,0,154,0
6,5,300.95,499.65,23.577,9,16,2,6,0,0,0,1,156,156,2
2,4,1160.0,234.25,78.015,2,15,24,8,5,0,0,0,170,158,0
18,9,93.9,306.3,5.443,15,5,0,1,0,0,0,5,152,162,2
1,3,896.1,969.7,78.642,2,4,33,10,12,0,2,2,172,166,0
7,14,61.4,97.25,6.779,17,8,0,0,0,0,0,0,140,142,0
20,19,230.65,83.0,15.602,10,16,0,0,0,0,1,0,160,144,2
15,12,107.85,110.8,20.239,18,12,0,0,0,0,0,0,148,150,1
8,10,290.75,112.45,48.115,7,19,1,0,0,0,0,0,152,150,1
11,13,234.1,132.2,14.33,7,13,0,0,0,0,0,0,156,144,0
12,1,110.8,896.1,17.329,13,2,0,33,0,12,0,2,150,172,1
10,0,112.45,0,10.801,19,10,0,0,0,0,0,0,150,0,1
4,6,234.25,300.95,46.86,15,12,8,2,0,0,0,0,158,156,2
14,18,97.25,93.9,10.434,10,16,0,0,0,0,0,0,142,152,2
13,15,132.2,107.85,9.375,13,17,0,0,0,0,0,0,144,148,2
19,7,83.0,61.4,17.474,13,19,0,0,0,0,0,0,144,140,1
3,8,969.7,290.75,63.719,4,5,10,1,0,0,2,0,166,152,1
9,11,306.3,234.1,38.141,4,10,1,0,0,0,5,0,162,156,1
17,20,174.7,230.65,19.485,7,15,0,0,0,0,0,1,154,160,1
5,2,499.65,1160.0,46.28,16,3,6,24,0,5,1,0,156,170,0
11,12,234.1,110.8,15.805,10,8,0,0,0,0,0,0,156,150,2
1,15,896.1,107.85,63.762,4,12,33,0,12,0,2,0,172,148,2
5,10,499.65,112.45,35.711,15,18,6,0,0,0,1,0,156,150,0
20,3,230.65,969.7,17.273,16,2,0,10,0,0,1,2,160,166,0
2,9,1160.0,306.3,87.244,3,1,24,1,5,0,0,5,170,162,1
0,13,0,132.2,11.856,10,15,0,0,0,0,0,0,0,144,2
18,4,93.9,234.25,6.519,13,17,0,8,0,0,0,0,152,158,0
7,17,61.4,174.7,6.964,19,5,0,0,0,0,0,0,140,154,2
8,19,290.75,83.0,42.581,8,9,1,0,0,0,0,0,152,144,2
6,14,300.95,97.25,20.997,11,15,2,0,0,0,0,0,156,142,0
19,17,83.0,174.7,18.231,5,2,0,0,0,0,0,0,144,154,0
14,0,97.25,0,6.618,15,10,0,0,0,0,0,0,142,0,1
4,5,234.25,499.65,39.261,17,15,8,6,0,0,0,1,158,156,0
15,10,107.85,112.45,19.754,8,18,0,0,0,0,0,0,148,150,1
3,6,969.7,300.95,57.514,4,12,10,2,0,0,2,0,166,156,1
13,8,132.2,290.75,12.086,11,10,0,1,0,0,0,0,144,152,1
2,1,1160.0,896.1,93.265,2,8,24,33,5,12,0,2,170,172,1
12,20,110.8,230.65,16.956,9,17,0,0,0,0,0,1,150,160,1
9,7,306.3,61.4,33.022,5,19,1,0,0,0,5,0,162,140,1
10,3,112.45,969.7,11.157,18,2,0,10,0,0,0,2,150,166,0
1,19,896.1,83.0,68.12,9,6,33,0,12,0,2,0,172,144,1
0,2,0,1160.0,13.621,10,1,0,24,0,5,0,0,0,170,2
5,14,499.65,97.25,38.823,14,10,6,0,0,0,1,0,156,142,2
18,12,93.9,110.8,5.698,13,5,0,0,0,0,0,0,152,150,1
20,15,230.65,107.85,16.855,17,8,0,0,0,0,1,0,160,148,0
6,9,300.95,306.3,24.81,13,3,2,1,0,0,0,5,156,162,0
7,13,61.4,132.2,6.445,19,10,0,0,0,0,0,0,140,144,0
8,11,290.75,234.1,41.973,13,15,1,0,0,0,0,0,152,156,0
15,6,107.85,300.95,18.959,7,12,0,2,0,0,0,0,148,156,2
19,18,83.0,93.9,16.136,8,12,0,0,0,0,0,0,144,152,0
13,5,132.2,499.65,9.851,10,14,0,6,0,0,0,1,144,156,2
3,4,969.7,234.25,59.029,2,16,10,8,0,0,2,0,166,158,1
14,10,97.25,112.45,9.715,9,18,0,0,0,0,0,0,142,150,0
12,7,110.8,61.4,14.554,5,19,0,0,0,0,0,0,150,140,1
2,8,1160.0,290.75,81.617,1,14,24,1,5,0,0,0,170,152,2
9,17,306.3,174.7,38.809,3,5,1,0,0,0,5,0,162,154,1
0,20,0,230.65,11.63,10,17,0,0,0,0,0,1,0,160,0
11,1,234.1,896.1,21.184,15,6,0,33,0,12,0,2,156,172,2
